,municipio,latitude,longitude,ddd,estado
1960,Gramado Xavier,-29.2706,-52.5795,51,RS
1961,Grandes Rios,-24.1466,-51.5094,43,PR
1962,Granito,-7.70711,-39.615,87,PE
1963,Granja,-3.12788,-40.8372,88,CE
1964,Granjeiro,-6.88134,-39.2144,88,CE
1965,Grão Mogol,-16.5662,-42.8923,38,MG
1966,Grão Pará,-28.1809,-49.2252,48,SC
1967,Gravatá,-8.21118,-35.5675,81,PE
1968,Gravataí,-29.9413,-50.9869,51,RS
1969,Gravatal,-28.3208,-49.0427,48,SC
1970,Groaíras,-3.91787,-40.3852,88,CE
1971,Grossos,-4.98068,-37.1621,84,RN
1972,Grupiara,-18.5003,-47.7318,34,MG
1973,Guabiju,-28.5421,-51.6948,54,RS
1974,Guabiruba,-27.0808,-48.9804,47,SC
1975,Guaçuí,-20.7668,-41.6734,28,ES
1976,Guadalupe,-6.78285,-43.5594,89,PI
1977,Guaíba,-30.1086,-51.3233,51,RS
1978,Guaiçara,-21.6195,-49.8013,14,SP
1979,Guaimbê,-21.9091,-49.8986,14,SP
1980,Guaíra,-20.3196,-48.312,17,SP
1981,Guaíra,-24.085,-54.2573,44,PR
1982,Guairaçá,-22.932,-52.6906,44,PR
1983,Guaiúba,-4.04057,-38.6404,85,CE
1984,Guajará,-7.53797,-72.5907,97,AM
1985,Guajará-Mirim,-10.7889,-65.3296,69,RO
1986,Guajeru,-14.5467,-41.9381,77,BA
1987,Guamaré,-5.10619,-36.3222,84,RN
1988,Guamiranga,-25.1912,-50.8021,42,PR
1989,Guanambi,-14.2231,-42.7799,77,BA
1990,Guanhães,-18.7713,-42.9312,33,MG
1991,Guapé,-20.7631,-45.9152,35,MG
1992,Guapiaçu,-20.7959,-49.2172,17,SP
1993,Guapiara,-24.1892,-48.5295,15,SP
1994,Guapimirim,-22.5347,-42.9895,21,RJ
1995,Guapirama,-23.5203,-50.0407,43,PR
1996,Guapó,-16.8297,-49.5345,62,GO
1997,Guaporé,-28.8399,-51.8895,54,RS
1998,Guaporema,-23.3402,-52.7786,44,PR
1999,Guará,-20.4302,-47.8236,16,SP
2000,Guarabira,-6.85064,-35.485,83,PB
2001,Guaraçaí,-21.0292,-51.2119,18,SP
2002,Guaraci,-20.4977,-48.9391,17,SP
2003,Guaraci,-22.9694,-51.6504,43,PR
2004,Guaraciaba,-20.5716,-43.0094,31,MG
2005,Guaraciaba,-26.6042,-53.5243,49,SC
2006,Guaraciaba do Norte,-4.15814,-40.7476,88,CE
2007,Guaraciama,-17.0142,-43.6675,38,MG
2008,Guaraí,-8.83543,-48.5114,63,TO
2009,Guaraíta,-15.6121,-50.0265,62,GO
2010,Guaramiranga,-4.26248,-38.932,85,CE
2011,Guaramirim,-26.4688,-49.0026,47,SC
2012,Guaranésia,-21.3009,-46.7964,35,MG
2013,Guarani,-21.3563,-43.0328,32,MG
2014,Guarani d'Oeste,-20.0746,-50.3411,17,SP
2015,Guarani das Missões,-28.1491,-54.5629,55,RS
2016,Guarani de Goiás,-13.9421,-46.4868,62,GO
2017,Guaraniaçu,-25.0968,-52.8755,45,PR
2018,Guarantã,-21.8942,-49.5914,14,SP
2019,Guarantã do Norte,-9.96218,-54.9121,66,MT
2020,Guarapari,-20.6772,-40.5093,27,ES
2021,Guarapuava,-25.3902,-51.4623,42,PR
2022,Guaraqueçaba,-25.3071,-48.3204,41,PR
2023,Guarará,-21.7304,-43.0334,32,MG
2024,Guararapes,-21.2544,-50.6453,18,SP
2025,Guararema,-23.4112,-46.0369,11,SP
2026,Guaratinga,-16.5833,-39.7847,73,BA
2027,Guaratinguetá,-22.8075,-45.1938,12,SP
2028,Guaratuba,-25.8817,-48.5752,41,PR
2029,Guarda-Mor,-17.7673,-47.0998,38,MG
2030,Guareí,-23.3714,-48.1837,15,SP
2031,Guariba,-21.3594,-48.2316,16,SP
2032,Guaribas,-9.38647,-43.6943,89,PI
2033,Guarinos,-14.7292,-49.7006,62,GO
2034,Guarujá,-23.9888,-46.258,13,SP
2035,Guarujá do Sul,-26.3858,-53.5296,49,SC
2036,Guarulhos,-23.4538,-46.5333,11,SP
2037,Guatambú,-27.1341,-52.7887,49,SC
2038,Guatapará,-21.4944,-48.0356,16,SP
2039,Guaxupé,-21.305,-46.7081,35,MG
2040,Guia Lopes da Laguna,-21.4583,-56.1117,67,MS
2041,Guidoval,-21.155,-42.7887,32,MG
2042,Guimarães,-2.12755,-44.602,98,MA
2043,Guimarânia,-18.8425,-46.7901,34,MG
2044,Guiratinga,-16.346,-53.7575,66,MT
2045,Guiricema,-21.0098,-42.7207,32,MG
2046,Gurinhatã,-19.2143,-49.7876,34,MG
2047,Gurinhém,-7.1233,-35.4222,83,PB
2048,Gurjão,-7.24833,-36.4923,83,PB
2049,Gurupá,-1.41412,-51.6338,91,PA
2050,Gurupi,-11.7279,-49.068,63,TO
2051,Guzolândia,-20.6467,-50.6645,17,SP
2052,Harmonia,-29.5456,-51.4185,51,RS
2053,Heitoraí,-15.719,-49.8268,62,GO
2054,Heliodora,-22.0644,-45.5453,35,MG
2055,Heliópolis,-10.6825,-38.2907,75,BA
2056,Herculândia,-22.0038,-50.3907,14,SP
2057,Herval,-32.024,-53.3944,53,RS
2058,Herval d'Oeste,-27.1903,-51.4917,49,SC
2059,Herveiras,-29.4552,-52.6553,51,RS
2060,Hidrolândia,-16.9626,-49.2265,62,GO
2061,Hidrolândia,-4.40958,-40.4056,88,CE
2062,Hidrolina,-14.7261,-49.4634,62,GO
2063,Holambra,-22.6405,-47.0487,19,SP
2064,Honório Serpa,-26.139,-52.3848,46,PR
2065,Horizonte,-4.1209,-38.4707,85,CE
2066,Horizontina,-27.6282,-54.3053,55,RS
2067,Hortolândia,-22.8529,-47.2143,19,SP
2068,Hugo Napoleão,-5.9886,-42.5598,86,PI
2069,Hulha Negra,-31.4067,-53.8667,53,RS
2070,Humaitá,-27.5691,-53.9695,55,RS
2071,Humaitá,-7.51171,-63.0327,97,AM
2072,Humberto de Campos,-2.59828,-43.4649,98,MA
2073,Iacanga,-21.8896,-49.031,14,SP
2074,Iaciara,-14.1011,-46.6335,62,GO
2075,Iacri,-21.8572,-50.6932,14,SP
2076,Iaçu,-12.7666,-40.2056,75,BA
2077,Iapu,-19.4387,-42.2147,33,MG
2078,Iaras,-22.8682,-49.1634,14,SP
2079,Iati,-9.04559,-36.8498,87,PE
2080,Ibaiti,-23.8478,-50.1932,43,PR
2081,Ibarama,-29.4203,-53.1295,51,RS
2082,Ibaretama,-4.80376,-38.7501,88,CE
2083,Ibaté,-21.9584,-47.9882,16,SP
2084,Ibateguara,-8.97823,-35.9373,82,AL
2085,Ibatiba,-20.2347,-41.5087,28,ES
2086,Ibema,-25.1193,-53.0072,45,PR
2087,Ibertioga,-21.433,-43.9639,32,MG
2088,Ibiá,-19.4749,-46.5474,34,MG
2089,Ibiaçá,-28.0566,-51.8599,54,RS
2090,Ibiaí,-16.8591,-44.9046,38,MG
2091,Ibiam,-27.1847,-51.2352,49,SC
2092,Ibiapina,-3.92403,-40.8911,88,CE
2093,Ibiara,-7.47957,-38.4059,83,PB
2094,Ibiassucê,-14.2711,-42.257,77,BA
2095,Ibicaraí,-14.8579,-39.5914,73,BA
2096,Ibicaré,-27.0881,-51.3681,49,SC
2097,Ibicoara,-13.4059,-41.284,77,BA
2098,Ibicuí,-14.845,-39.9879,73,BA
2099,Ibicuitinga,-4.96999,-38.6362,88,CE
2100,Ibimirim,-8.54026,-37.7032,87,PE
2101,Ibipeba,-11.6438,-42.0195,74,BA
2102,Ibipitanga,-12.8804,-42.4856,77,BA
2103,Ibiporã,-23.2659,-51.0522,43,PR
2104,Ibiquera,-12.6444,-40.9338,75,BA
2105,Ibirá,-21.083,-49.2448,17,SP
2106,Ibiracatu,-15.6605,-44.1667,38,MG
2107,Ibiraci,-20.4611,-47.1222,35,MG
2108,Ibiraçu,-19.8366,-40.3732,27,ES
2109,Ibiraiaras,-28.3741,-51.6377,54,RS
2110,Ibirajuba,-8.57633,-36.1812,87,PE
2111,Ibirama,-27.0547,-49.5193,47,SC
2112,Ibirapitanga,-14.1649,-39.3787,73,BA
2113,Ibirapuã,-17.6832,-40.1129,73,BA
2114,Ibirapuitã,-28.6247,-52.5158,54,RS
2115,Ibirarema,-22.8185,-50.0739,14,SP
2116,Ibirataia,-14.0643,-39.6459,73,BA
2117,Ibirité,-20.0252,-44.0569,31,MG
2118,Ibirubá,-28.6302,-53.0961,54,RS
2119,Ibitiara,-12.6502,-42.2179,77,BA
2120,Ibitinga,-21.7562,-48.8319,16,SP
2121,Ibitirama,-20.5466,-41.6667,28,ES
2122,Ibititá,-11.5414,-41.9748,74,BA
2123,Ibitiúra de Minas,-22.0604,-46.4368,35,MG
2124,Ibituruna,-21.1541,-44.7479,35,MG
2125,Ibiúna,-23.6596,-47.223,15,SP
2126,Ibotirama,-12.1779,-43.2167,77,BA
2127,Icapuí,-4.71206,-37.3531,88,CE
2128,Içara,-28.7132,-49.3087,48,SC
2129,Icaraí de Minas,-16.214,-44.9034,38,MG
2130,Icaraíma,-23.3944,-53.615,44,PR
2131,Icatu,-2.77206,-44.0501,98,MA
2132,Icém,-20.3391,-49.1915,17,SP
2133,Ichu,-11.7431,-39.1905,75,BA
2134,Icó,-6.39627,-38.8554,88,CE
2135,Iconha,-20.7913,-40.8132,28,ES
2136,Ielmo Marinho,-5.82447,-35.55,84,RN
2137,Iepê,-22.6602,-51.0779,18,SP
2138,Igaci,-9.53768,-36.6372,82,AL
2139,Igaporã,-13.774,-42.7155,77,BA
2140,Igaraçu do Tietê,-22.509,-48.5597,14,SP
2141,Igaracy,-7.17184,-38.1478,83,PB
2142,Igarapava,-20.0407,-47.7466,16,SP
2143,Igarapé,-20.0707,-44.2994,31,MG
2144,Igarapé do Meio,-3.65771,-45.2114,98,MA
2145,Igarapé Grande,-4.6625,-44.8558,99,MA
2146,Igarapé-Açu,-1.12539,-47.626,91,PA
2147,Igarapé-Miri,-1.97533,-48.9575,91,PA
2148,Igarassu,-7.82881,-34.9013,81,PE
2149,Igaratá,-23.2037,-46.157,11,SP
2150,Igaratinga,-19.9476,-44.7063,37,MG
2151,Igrapiúna,-13.8295,-39.1361,73,BA
2152,Igreja Nova,-10.1235,-36.6597,82,AL
2153,Igrejinha,-29.5693,-50.7919,51,RS
2154,Iguaba Grande,-22.8495,-42.2299,22,RJ
2155,Iguaí,-14.7528,-40.0894,73,BA
2156,Iguape,-24.699,-47.5537,13,SP
2157,Iguaraçu,-23.1949,-51.8256,44,PR
2158,Iguaracy,-7.83222,-37.5082,87,PE
2159,Iguatama,-20.1776,-45.7111,37,MG
2160,Iguatemi,-23.6736,-54.5637,67,MS
2161,Iguatu,-6.36281,-39.2892,88,CE
2162,Iguatu,-24.7153,-53.0827,45,PR
2163,Ijaci,-21.1738,-44.9233,35,MG
2164,Ijuí,-28.388,-53.92,55,RS
2165,Ilha Comprida,-24.7307,-47.5383,13,SP
2166,Ilha das Flores,-10.4425,-36.5479,79,SE
2167,Ilha de Itamaracá,-7.74766,-34.8303,81,PE
2168,Ilha Grande,-2.85774,-41.8186,86,PI
2169,Ilha Solteira,-20.4326,-51.3426,18,SP
2170,Ilhabela,-23.7785,-45.3552,12,SP
2171,Ilhéus,-14.793,-39.046,73,BA
2172,Ilhota,-26.9023,-48.8251,47,SC
2173,Ilicínea,-20.9402,-45.8308,35,MG
2174,Ilópolis,-28.9282,-52.1258,51,RS
2175,Imaculada,-7.3889,-37.5079,83,PB
2176,Imaruí,-28.3339,-48.817,48,SC
2177,Imbaú,-24.448,-50.7533,42,PR
2178,Imbé,-29.9753,-50.1281,51,RS
2179,Imbé de Minas,-19.6017,-41.9695,33,MG
2180,Imbituba,-28.2284,-48.6659,48,SC
2181,Imbituva,-25.2285,-50.5989,42,PR
2182,Imbuia,-27.4908,-49.4218,47,SC
2183,Imigrante,-29.3508,-51.7748,51,RS
2184,Imperatriz,-5.51847,-47.4777,99,MA
2185,Inácio Martins,-25.5704,-51.0769,42,PR
2186,Inaciolândia,-18.4869,-49.9888,64,GO
2187,Inajá,-8.90206,-37.8351,87,PE
2188,Inajá,-22.7509,-52.1995,44,PR
2189,Inconfidentes,-22.3136,-46.3264,35,MG
2190,Indaiabira,-15.4911,-42.2005,38,MG
2191,Indaial,-26.8992,-49.2354,47,SC
2192,Indaiatuba,-23.0816,-47.2101,19,SP
2193,Independência,-27.8354,-54.1886,55,RS
2194,Independência,-5.38789,-40.3085,88,CE
2195,Indiana,-22.1738,-51.2555,18,SP
2196,Indianópolis,-23.4762,-52.6989,44,PR
2197,Indianópolis,-19.0341,-47.9155,34,MG
2198,Indiaporã,-19.979,-50.2909,17,SP
2199,Indiara,-17.1387,-49.9862,64,GO
2200,Indiaroba,-11.5157,-37.515,79,SE
2201,Indiavaí,-15.4921,-58.5802,65,MT
2202,Ingá,-7.28144,-35.605,83,PB
2203,Ingaí,-21.4024,-44.9152,35,MG
2204,Ingazeira,-7.66909,-37.4576,87,PE
2205,Inhacorá,-27.8752,-54.015,55,RS
2206,Inhambupe,-11.781,-38.355,75,BA
2207,Inhangapi,-1.4349,-47.9114,91,PA
2208,Inhapi,-9.22594,-37.7509,82,AL
2209,Inhapim,-19.5476,-42.1147,33,MG
2210,Inhaúma,-19.4898,-44.3934,31,MG
2211,Inhuma,-6.665,-41.7041,89,PI
2212,Inhumas,-16.3611,-49.5001,62,GO
2213,Inimutaba,-18.7271,-44.3584,38,MG
2214,Inocência,-19.7277,-51.9281,67,MS
2215,Inúbia Paulista,-21.7695,-50.9633,18,SP
2216,Iomerê,-27.0019,-51.2442,49,SC
2217,Ipaba,-19.4158,-42.4139,31,MG
2218,Ipameri,-17.7215,-48.1581,64,GO
2219,Ipanema,-19.7992,-41.7164,33,MG
2220,Ipanguaçu,-5.48984,-36.8501,84,RN
2221,Ipaporanga,-4.89764,-40.7537,88,CE
2222,Ipatinga,-19.4703,-42.5476,31,MG
2223,Ipaumirim,-6.78265,-38.7179,88,CE
2224,Ipaussu,-23.0575,-49.6279,14,SP
2225,Ipê,-28.8171,-51.2859,54,RS
2226,Ipecaetá,-12.3028,-39.3069,75,BA
2227,Iperó,-23.3513,-47.6927,15,SP
2228,Ipeúna,-22.4355,-47.7151,19,SP
2229,Ipiaçu,-18.6927,-49.9436,34,MG
2230,Ipiaú,-14.1226,-39.7353,73,BA
2231,Ipiguá,-20.6557,-49.3842,17,SP
2232,Ipirá,-12.1561,-39.7359,75,BA
2233,Ipira,-27.4038,-51.7758,49,SC
2234,Ipiranga,-25.0238,-50.5794,42,PR
2235,Ipiranga de Goiás,-15.1689,-49.6695,62,GO
2236,Ipiranga do Norte,-12.2408,-56.1531,65,MT
2237,Ipiranga do Piauí,-6.82421,-41.7381,89,PI
2238,Ipiranga do Sul,-27.9404,-52.4271,54,RS
2239,Ipixuna,-7.04791,-71.6934,97,AM
2240,Ipixuna do Pará,-2.55992,-47.5059,91,PA
2241,Ipojuca,-8.39303,-35.0609,81,PE
2242,Iporã,-24.0083,-53.706,44,PR
2243,Iporá,-16.4398,-51.118,64,GO
2244,Iporã do Oeste,-26.9854,-53.5355,49,SC
2245,Iporanga,-24.5847,-48.5971,15,SP
2246,Ipu,-4.31748,-40.7059,88,CE
2247,Ipuã,-20.4438,-48.0129,16,SP
2248,Ipuaçu,-26.635,-52.4556,49,SC
2249,Ipubi,-7.64505,-40.1476,87,PE
2250,Ipueira,-6.80596,-37.2045,84,RN
2251,Ipueiras,-11.2329,-48.46,63,TO
2252,Ipueiras,-4.53802,-40.7118,88,CE
2253,Ipuiúna,-22.1013,-46.1915,35,MG
2254,Ipumirim,-27.0772,-52.1289,49,SC
2255,Ipupiara,-11.8219,-42.6179,77,BA
2256,Iracema,2.18305,-61.0415,95,RR
2257,Iracema,-5.8124,-38.2919,88,CE
2258,Iracema do Oeste,-24.4262,-53.3528,44,PR
2259,Iracemápolis,-22.5832,-47.523,19,SP
2260,Iraceminha,-26.8215,-53.2767,49,SC
2261,Iraí,-27.1951,-53.2543,55,RS
2262,Iraí de Minas,-18.9819,-47.461,34,MG
2263,Irajuba,-13.2563,-40.0848,73,BA
2264,Iramaia,-13.2902,-40.9595,77,BA
2265,Iranduba,-3.27479,-60.19,92,AM
2266,Irani,-27.0287,-51.9012,49,SC
2267,Irapuã,-21.2768,-49.4164,17,SP
2268,Irapuru,-21.5684,-51.3472,18,SP
2269,Iraquara,-12.2429,-41.6155,75,BA
2270,Irará,-12.0504,-38.7631,75,BA
2271,Irati,-25.4697,-50.6493,42,PR
2272,Irati,-26.6539,-52.8955,49,SC
2273,Irauçuba,-3.74737,-39.7843,88,CE
2274,Irecê,-11.3033,-41.8535,74,BA
2275,Iretama,-24.4253,-52.1012,44,PR
2276,Irineópolis,-26.242,-50.7957,47,SC
2277,Irituia,-1.76984,-47.446,91,PA
2278,Irupi,-20.3501,-41.6444,28,ES
2279,Isaías Coelho,-7.73597,-41.6735,89,PI
2280,Israelândia,-16.3144,-50.9087,64,GO
2281,Itá,-27.2907,-52.3212,49,SC
2282,Itaara,-29.6013,-53.7725,55,RS
2283,Itabaiana,-7.33167,-35.3317,83,PB
2284,Itabaiana,-10.6826,-37.4273,79,SE
2285,Itabaianinha,-11.2693,-37.7875,79,SE
2286,Itabela,-16.5732,-39.5593,73,BA
2287,Itaberá,-23.8638,-49.14,15,SP
2288,Itaberaba,-12.5242,-40.3059,75,BA
2289,Itaberaí,-16.0206,-49.806,62,GO
2290,Itabi,-10.1248,-37.1056,79,SE
2291,Itabira,-19.6239,-43.2312,31,MG
2292,Itabirinha,-18.5712,-41.234,33,MG
2293,Itabirito,-20.2501,-43.8038,31,MG
2294,Itaboraí,-22.7565,-42.8639,21,RJ
2295,Itabuna,-14.7876,-39.2781,73,BA
2296,Itacajá,-8.39293,-47.7726,63,TO
2297,Itacambira,-17.0625,-43.3069,38,MG
2298,Itacarambi,-15.089,-44.095,38,MG
2299,Itacaré,-14.2784,-38.9959,73,BA
2300,Itacoatiara,-3.13861,-58.4449,92,AM
2301,Itacuruba,-8.82231,-38.6975,87,PE
2302,Itacurubi,-28.7913,-55.2447,55,RS
2303,Itaeté,-12.9831,-40.9677,75,BA
2304,Itagi,-14.1615,-40.0131,73,BA
2305,Itagibá,-14.2782,-39.8449,73,BA
2306,Itagimirim,-16.0819,-39.6133,73,BA
2307,Itaguaçu,-19.8018,-40.8601,27,ES
2308,Itaguaçu da Bahia,-11.0147,-42.3997,74,BA
2309,Itaguaí,-22.8636,-43.7798,21,RJ
2310,Itaguajé,-22.6183,-51.9674,44,PR
2311,Itaguara,-20.3947,-44.4875,31,MG
2312,Itaguari,-15.918,-49.6071,62,GO
2313,Itaguaru,-15.7565,-49.6354,62,GO
2314,Itaguatins,-5.77267,-47.4864,63,TO
2315,Itaí,-23.4213,-49.092,14,SP
2316,Itaíba,-8.94569,-37.4173,87,PE
2317,Itaiçaba,-4.67146,-37.833,88,CE
2318,Itainópolis,-7.44336,-41.4687,89,PI
2319,Itaiópolis,-26.339,-49.9092,47,SC
2320,Itaipava do Grajaú,-5.14252,-45.7877,99,MA
2321,Itaipé,-17.4014,-41.6697,33,MG
2322,Itaipulândia,-25.1366,-54.3001,45,PR
2323,Itaitinga,-3.96577,-38.5298,85,CE
2324,Itaituba,-4.2667,-55.9926,93,PA
2325,Itajá,-5.63894,-36.8712,84,RN
2326,Itajá,-19.0673,-51.5495,64,GO
2327,Itajaí,-26.9101,-48.6705,47,SC
2328,Itajobi,-21.3123,-49.0629,17,SP
2329,Itaju,-21.9857,-48.8116,14,SP
2330,Itaju do Colônia,-15.1366,-39.7283,73,BA
2331,Itajubá,-22.4225,-45.4598,35,MG
2332,Itajuípe,-14.6788,-39.3698,73,BA
2333,Italva,-21.4296,-41.7014,22,RJ
2334,Itamaraju,-17.0378,-39.5386,73,BA
2335,Itamarandiba,-17.8552,-42.8561,38,MG
2336,Itamarati,-6.43852,-68.2437,97,AM
2337,Itamarati de Minas,-21.4179,-42.813,32,MG
2338,Itamari,-13.7782,-39.683,73,BA
2339,Itambacuri,-18.035,-41.683,33,MG
2340,Itambaracá,-23.0181,-50.4097,43,PR
2341,Itambé,-23.6601,-51.9912,44,PR
2342,Itambé,-7.41403,-35.0963,81,PE
2343,Itambé,-15.2429,-40.63,77,BA
2344,Itambé do Mato Dentro,-19.4158,-43.3182,31,MG
2345,Itamogi,-21.0758,-47.046,35,MG
2346,Itamonte,-22.2859,-44.868,35,MG
2347,Itanagra,-12.2614,-38.0436,75,BA
2348,Itanhaém,-24.1736,-46.788,13,SP
2349,Itanhandu,-22.2942,-44.9382,35,MG
2350,Itanhangá,-12.2259,-56.6463,66,MT
2351,Itanhém,-17.1642,-40.3321,73,BA
2352,Itanhomi,-19.1736,-41.863,33,MG
2353,Itaobim,-16.5571,-41.5017,33,MG
2354,Itaóca,-24.6393,-48.8413,15,SP
2355,Itaocara,-21.6748,-42.0758,22,RJ
2356,Itapaci,-14.9522,-49.5511,62,GO
2357,Itapagipe,-19.9062,-49.3781,34,MG
2358,Itapajé,-3.68314,-39.5855,85,CE
2359,Itaparica,-12.8932,-38.68,71,BA
2360,Itapé,-14.8876,-39.4239,73,BA
2361,Itapebi,-15.9551,-39.5329,73,BA
2362,Itapecerica,-20.4704,-45.127,37,MG
2363,Itapecerica da Serra,-23.7161,-46.8572,11,SP
2364,Itapecuru Mirim,-3.40202,-44.3508,98,MA
2365,Itapejara d'Oeste,-25.9619,-52.8152,46,PR
2366,Itapema,-27.0861,-48.616,47,SC
2367,Itapemirim,-21.0095,-40.8307,28,ES
2368,Itaperuçu,-25.2193,-49.3454,41,PR
2369,Itaperuna,-21.1997,-41.8799,22,RJ
2370,Itapetim,-7.37178,-37.1863,87,PE
2371,Itapetinga,-15.2475,-40.2482,77,BA
2372,Itapetininga,-23.5886,-48.0483,15,SP
2373,Itapeva,-23.9788,-48.8764,15,SP
2374,Itapeva,-22.7665,-46.2241,35,MG
2375,Itapevi,-23.5488,-46.9327,11,SP
2376,Itapicuru,-11.3088,-38.2262,75,BA
2377,Itapipoca,-3.49933,-39.5836,88,CE
2378,Itapira,-22.4357,-46.8224,19,SP
2379,Itapiranga,-2.74081,-58.0293,92,AM
2380,Itapiranga,-27.1659,-53.7166,49,SC
2381,Itapirapuã,-15.8205,-50.6094,62,GO
2382,Itapirapuã Paulista,-24.572,-49.1661,15,SP
2383,Itapiratins,-8.37982,-48.1072,63,TO
2384,Itapissuma,-7.76798,-34.8971,81,PE
2385,Itapitanga,-14.4139,-39.5657,73,BA
2386,Itapiúna,-4.55516,-38.9281,88,CE
2387,Itapoá,-26.1158,-48.6182,47,SC
2388,Itápolis,-21.5942,-48.8149,16,SP
2389,Itaporã,-22.08,-54.7934,67,MS
2390,Itaporã do Tocantins,-8.57172,-48.6895,63,TO
2391,Itaporanga,-23.7043,-49.4819,15,SP
2392,Itaporanga,-7.30202,-38.1504,83,PB
2393,Itaporanga d'Ajuda,-10.99,-37.3078,79,SE
2394,Itapororoca,-6.82374,-35.2406,83,PB
2395,Itapuã do Oeste,-9.19687,-63.1809,69,RO
2396,Itapuca,-28.7768,-52.1693,51,RS
2397,Itapuí,-22.2324,-48.7197,14,SP
2398,Itapura,-20.6419,-51.5063,18,SP
2399,Itapuranga,-15.5606,-49.949,62,GO
2400,Itaquaquecetuba,-23.4835,-46.3457,11,SP
2401,Itaquara,-13.4459,-39.9378,73,BA
2402,Itaqui,-29.1311,-56.5515,55,RS
2403,Itaquiraí,-23.4779,-54.187,67,MS
2404,Itaquitinga,-7.66373,-35.1002,81,PE
2405,Itarana,-19.875,-40.8753,27,ES
2406,Itarantim,-15.6528,-40.065,73,BA
2407,Itararé,-24.1085,-49.3352,15,SP
2408,Itarema,-2.9248,-39.9167,88,CE
2409,Itariri,-24.2834,-47.1736,13,SP
2410,Itarumã,-18.7646,-51.3485,64,GO
2411,Itati,-29.4974,-50.1016,51,RS
2412,Itatiaia,-22.4897,-44.5675,24,RJ
2413,Itatiaiuçu,-20.1983,-44.4211,31,MG
2414,Itatiba,-23.0035,-46.8464,11,SP
2415,Itatiba do Sul,-27.3846,-52.4538,54,RS
2416,Itatim,-12.7099,-39.6952,75,BA
2417,Itatinga,-23.1047,-48.6157,14,SP
2418,Itatira,-4.52608,-39.6202,88,CE
2419,Itatuba,-7.38115,-35.638,83,PB
2420,Itaú,-5.8363,-37.9912,84,RN
2421,Itaú de Minas,-20.7375,-46.7525,35,MG
2422,Itaúba,-11.0614,-55.2766,66,MT
2423,Itaubal,0.602185,-50.6996,96,AP
2424,Itauçu,-16.2029,-49.6109,62,GO
2425,Itaueira,-7.59989,-43.0249,89,PI
2426,Itaúna,-20.0818,-44.5801,37,MG
2427,Itaúna do Sul,-22.7289,-52.8874,44,PR
2428,Itaverava,-20.6769,-43.6141,31,MG
2429,Itinga,-16.61,-41.7672,33,MG
2430,Itinga do Maranhão,-4.45293,-47.5235,99,MA
2431,Itiquira,-17.2147,-54.1422,65,MT
2432,Itirapina,-22.2562,-47.8166,19,SP
2433,Itirapuã,-20.6416,-47.2194,16,SP
2434,Itiruçu,-13.529,-40.1472,73,BA
2435,Itiúba,-10.6948,-39.8446,74,BA
2436,Itobi,-21.7309,-46.9743,19,SP
2437,Itororó,-15.11,-40.0684,73,BA
2438,Itu,-23.2544,-47.2927,11,SP
2439,Ituaçu,-13.8107,-41.3003,77,BA
2440,Ituberá,-13.7249,-39.1481,73,BA
2441,Itueta,-19.3999,-41.1746,33,MG
2442,Ituiutaba,-18.9772,-49.4639,34,MG
2443,Itumbiara,-18.4093,-49.2158,64,GO
2444,Itumirim,-21.3171,-44.8724,35,MG
2445,Itupeva,-23.1526,-47.0593,11,SP
2446,Itupiranga,-5.13272,-49.3358,94,PA
2447,Ituporanga,-27.4101,-49.5963,47,SC
2448,Iturama,-19.7276,-50.1966,34,MG
2449,Itutinga,-21.3,-44.6567,35,MG
2450,Ituverava,-20.3355,-47.7902,16,SP
2451,Iuiú,-14.4054,-43.5595,77,BA
2452,Iúna,-20.3531,-41.5334,28,ES
2453,Ivaí,-25.0067,-50.857,42,PR
2454,Ivaiporã,-24.2485,-51.6754,43,PR
2455,Ivaté,-23.4072,-53.3687,44,PR
2456,Ivatuba,-23.6187,-52.2203,44,PR
2457,Ivinhema,-22.3046,-53.8184,67,MS
2458,Ivolândia,-16.5995,-50.7921,64,GO
2459,Ivorá,-29.5232,-53.5842,55,RS
2460,Ivoti,-29.5995,-51.1533,51,RS
2461,Jaboatão dos Guararapes,-8.11298,-35.015,81,PE
2462,Jaborá,-27.1782,-51.7279,49,SC
2463,Jaborandi,-13.6071,-44.4255,77,BA
2464,Jaborandi,-20.6884,-48.4112,17,SP
2465,Jaboti,-23.7435,-50.0729,43,PR
2466,Jaboticaba,-27.6347,-53.2762,55,RS
2467,Jaboticabal,-21.252,-48.3252,16,SP
2468,Jaboticatubas,-19.5119,-43.7373,31,MG
2469,Jaçanã,-6.41856,-36.2031,84,RN
2470,Jacaraci,-14.8541,-42.4329,77,BA
2471,Jacaraú,-6.61453,-35.289,83,PB
2472,Jacaré dos Homens,-9.63545,-37.2076,82,AL
2473,Jacareacanga,-6.21469,-57.7544,93,PA
2474,Jacareí,-23.2983,-45.9658,12,SP
2475,Jacarezinho,-23.1591,-49.9739,43,PR
2476,Jaci,-20.8805,-49.5797,17,SP
2477,Jaciara,-15.9548,-54.9733,66,MT
2478,Jacinto,-16.1428,-40.295,33,MG
2479,Jacinto Machado,-28.9961,-49.7623,48,SC
2480,Jacobina,-11.1812,-40.5117,74,BA
2481,Jacobina do Piauí,-7.93063,-41.2075,89,PI
2482,Jacuí,-21.0137,-46.7359,35,MG
